ID,21_L_AP,21_L_AS,21_L_BP,21_L_BS,21_L_CP,21_L_CS,21_L_DP,21_L_DS,21_L_EP,21_L_ES,21_L_F,21_L_G,21_L_H,21_L_I,21_L_J,21_L_K,21_L_L,21_L_M,21_L_N,21_L_O,21_L_P,21_L_UX,21_L_UY,21_L_VX,21_L_VY,21_L_WX,21_L_WY,21_R_AP,21_R_AS,21_R_BP,21_R_BS,21_R_CP,21_R_CS,21_R_DP,21_R_DS,21_R_EP,21_R_ES,21_R_F,21_R_G,21_R_H,21_R_I,21_R_J,21_R_K,21_R_L,21_R_M,21_R_N,21_R_O,21_R_P,21_R_UX,21_R_UY,21_R_VX,21_R_VY,21_R_WX,21_R_WY,22_L_AP,22_L_AS,22_L_BP,22_L_BS,22_L_CP,22_L_CS,22_L_DP,22_L_DS,22_L_EP,22_L_ES,22_L_F,22_L_G,22_L_H,22_L_I,22_L_J,22_L_K,22_L_L,22_L_M,22_L_N,22_L_O,22_L_P,22_L_UX,22_L_UY,22_L_VX,22_L_VY,22_L_WX,22_L_WY,22_R_AP,22_R_AS,22_R_BP,22_R_BS,22_R_CP,22_R_CS,22_R_DP,22_R_DS,22_R_EP,22_R_ES,22_R_F,22_R_G,22_R_H,22_R_I,22_R_J,22_R_K,22_R_L,22_R_M,22_R_N,22_R_O,22_R_P,22_R_UX,22_R_UY,22_R_VX,22_R_VY,22_R_WX,22_R_WY,23_L_AP,23_L_AS,23_L_BP,23_L_BS,23_L_CP,23_L_CS,23_L_DP,23_L_DS,23_L_EP,23_L_ES,23_L_F,23_L_G,23_L_H,23_L_I,23_L_J,23_L_K,23_L_L,23_L_M,23_L_N,23_L_O,23_L_P,23_L_UX,23_L_UY,23_L_VX,23_L_VY,23_L_WX,23_L_WY,23_R_AP,23_R_AS,23_R_BP,23_R_BS,23_R_CP,23_R_CS,23_R_DP,23_R_DS,23_R_EP,23_R_ES,23_R_F,23_R_G,23_R_H,23_R_I,23_R_J,23_R_K,23_R_L,23_R_M,23_R_N,23_R_O,23_R_P,23_R_UX,23_R_UY,23_R_VX,23_R_VY,23_R_WX,23_R_WY,24_L_AP,24_L_AS,24_L_BP,24_L_BS,24_L_CP,24_L_CS,24_L_DP,24_L_DS,24_L_EP,24_L_ES,24_L_F,24_L_G,24_L_H,24_L_I,24_L_J,24_L_K,24_L_L,24_L_M,24_L_N,24_L_O,24_L_P,24_L_UX,24_L_UY,24_L_VX,24_L_VY,24_L_WX,24_L_WY,24_R_AP,24_R_AS,24_R_BP,24_R_BS,24_R_CP,24_R_CS,24_R_DP,24_R_DS,24_R_EP,24_R_ES,24_R_F,24_R_G,24_R_H,24_R_I,24_R_J,24_R_K,24_R_L,24_R_M,24_R_N,24_R_O,24_R_P,24_R_UX,24_R_UY,24_R_VX,24_R_VY,24_R_WX,24_R_WY,25_L_AP,25_L_AS,25_L_BP,25_L_BS,25_L_CP,25_L_CS,25_L_DP,25_L_DS,25_L_EP,25_L_ES,25_L_F,25_L_G,25_L_H,25_L_I,25_L_J,25_L_K,25_L_L,25_L_M,25_L_N,25_L_O,25_L_P,25_L_UX,25_L_UY,25_L_VX,25_L_VY,25_L_WX,25_L_WY,25_R_AP,25_R_AS,25_R_BP,25_R_BS,25_R_CP,25_R_CS,25_R_DP,25_R_DS,25_R_EP,25_R_ES,25_R_F,25_R_G,25_R_H,25_R_I,25_R_J,25_R_K,25_R_L,25_R_M,25_R_N,25_R_O,25_R_P,25_R_UX,25_R_UY,25_R_VX,25_R_VY,25_R_WX,25_R_WY
A,0.6,0.3333,0.5,0.2667,0.6125,0.3333,0.5,0.2667,0.5875,0.321190909,49.325,26.9316,0.20414625,25,63.28506933,445.6007181,84,-0.211009174,451.5581756,-0.038888889,5.304770454,0.0002,0.0002,3.01633,0.7149,9.4444,3.7778,0.6125,0.3333,0.5875,0.2667,0.6125,0.3333,0.5875,0.2667,0.606818182,0.315136364,50.95,26.3988,0.20414625,0,0,617.7378085,84,-0.137254902,617.9145539,-0.12849162,7.354021529,0.0734,0.1111,5.44427,0.75396,14.75,2,0.6625,0.4,0.6625,0.4,0.7125,0.4,0.6625,0.4,0.695,0.4,82.3,47.2,0.285,34,67.0298441,635.1322697,118,-0.099683544,636.6578629,-0.02283105,5.382476862,0.0002,0,2.963871429,0.286564286,8.75,1.375,0.7125,0.4667,0.6375,0.3333,0.725,0.4667,0.6375,0.3333,0.699038462,0.420523077,70.5375,42.1342,0.3383575,8,3.605551275,538.0975748,101,-0.224761905,541.0240617,-0.34375,5.32769876,0.0988,0.0401,3.319058333,0.777266667,8,2.125,0.7,0.4667,0.5875,0.3333,0.7125,0.4667,0.5875,0.3333,0.680769231,0.430784615,68.675,43.2681,0.33252375,17,12.36931688,717.4322268,101,0.256115108,717.8022616,0.229946524,7.103289374,0.0002,0.0002,4.053858333,1.041333333,13.5556,4,0.6375,0.4,0.65,0.4,0.6625,0.4,0.6375,0.4,0.653846154,0.4,66.175,40.4,0.265,43,203.8062806,800.3849074,101,0.388739946,805.6755486,0.236641221,7.924603044,0.0081,0.001,4.776458333,1.782525,14.5,7.25,0.7375,0.4667,0.6625,0.4667,0.7875,0.5333,0.6625,0.4667,0.752083333,0.5,70.1375,46.7997,0.41997375,34,81.58431222,460.9088847,93,0.303854875,462.7473512,0.18487395,4.956009513,0.0002,0.0002,3.255790909,0.931690909,12.75,4.625,0.675,0.4,0.6375,0.4,0.7,0.4,0.6375,0.4,0.684166667,0.4,81.5375,47.6,0.28,51,239.8416144,497.7429055,119,0.334745763,498.2062731,0.308550186,4.182713492,0.0327,0.0416,2.527557143,0.835078571,6.5556,1.8889,0.6,0.3333,0.6,0.3333,0.6125,0.3333,0.6,0.3333,0.605555556,0.3333,40.625,22.3311,0.20414625,26,84.02380615,480.3675676,67,-0.276457883,484.7657919,-0.109090909,7.169665188,0.0002,0.0003,4.147725,1.0783,10.5556,3.2222,0.6125,0.3333,0.575,0.3333,0.625,0.3333,0.575,0.3333,0.6125,0.3333,52.0625,28.3305,0.2083125,26,102.3181313,671.4052428,85,-0.217987805,674.3818445,-0.319230769,7.898885209,0.0462,0.0357,4.74693,1.17836,11.5,3
A,0.6,0.3333,0.5875,0.2667,0.6,0.3333,0.5875,0.2667,0.597222222,0.3185,40.5875,21.5322,0.19998,0,0,421.9727479,68,-0.283251232,425.4699726,-0.122580645,6.205481587,0.1787,0,3.6830875,0.942875,8.6667,2.7778,0.6,0.3333,0.55,0.2667,0.6,0.3333,0.55,0.2667,0.589772727,0.315136364,50.05,26.6655,0.19998,0,0,550.9891106,85,-0.06,551.3799591,-0.010989011,6.482224831,0.3333,0,3.85367,0.18532,10.25,0.625,0.6875,0.4,0.65,0.4,0.7,0.4,0.65,0.4,0.686363636,0.4,57.6875,33.6,0.28,26,94,517.5364721,84,-0.17254902,520.6456203,-0.062222222,6.161148478,0.6213,0.0305,3.87032,0.57283,8.875,1.625,0.7625,0.5333,0.7,0.4,0.775,0.5333,0.7,0.4,0.760833333,0.502206667,96.0375,63.398,0.4133075,17,2,439.8408803,126,-0.293838863,443.2539859,-0.105769231,3.490800637,0.1176,0,2.381307143,0.6631,10.75,3,0.6875,0.4,0.6125,0.4,0.6875,0.4,0.6125,0.4,0.66625,0.4,50.5125,30.4,0.275,0,0,691.6082706,76,0.36825886,692.0083771,0.407035176,9.100108824,1.0182,0.3361,6.016544444,2.250133333,13,4.5556,0.6625,0.4,0.6125,0.3333,0.6625,0.4,0.6125,0.3333,0.648611111,0.385177778,44,26.0661,0.265,0,0,552.851698,68,0.476953908,554.4866924,0.361842105,8.13017203,0.4444,0,5.6745125,2.6327,14.875,7.75,0.7375,0.4667,0.7125,0.4667,0.7875,0.4667,0.7125,0.4667,0.755208333,0.4667,69.675,42.9364,0.36752625,42,107.9675877,435.5157862,92,0.380835381,436.3593497,0.278846154,4.733867241,0.375,0.125,2.715727273,1.001545455,5.3333,2.5556,0.65,0.4,0.65,0.4,0.7375,0.4,0.65,0.4,0.697794118,0.4,94.6625,54,0.295,85,376.3641853,553.8817563,135,0.36084453,555.9082727,0.288732394,4.102827825,0.125,0,2.17075625,0.7815375,5.6667,2,0.5875,0.3333,0.575,0.2667,0.5875,0.3333,0.575,0.2667,0.583928571,0.314271429,29.175,15.5994,0.19581375,0,0,407.280002,50,-0.291560102,408.7563057,-0.215789474,8.145600039,0.9609,0.0149,5.739133333,1.534333333,11.5556,3.6667,0.625,0.3333,0.5875,0.3333,0.625,0.3333,0.5875,0.3333,0.6140625,0.3333,35.55,19.3314,0.2083125,0,0,515.2795358,58,-0.181459566,515.9244823,-0.248554913,8.884129927,1.1599,0.1437,7.035571429,1.270414286,14.5,2.125
A,0.5875,0.3333,0.475,0.2667,0.6,0.3333,0.475,0.2667,0.566666667,0.3185,37.875,21.2655,0.19998,25,88.5663593,509.7705366,67,-0.414012739,516.6555071,-0.194117647,7.608515472,0.391,0.0744,4.914675,1.9824375,11,6.1111,0.6125,0.3333,0.4875,0.2667,0.6125,0.3333,0.4875,0.2667,0.581818182,0.315136364,48.5875,26.3322,0.20414625,0,0,554.5529731,84,-0.155109489,554.7877152,-0.14673913,6.601821109,0.25,0.0956,3.7082,0.56154,9.2222,1.3333,0.7,0.4667,0.475,0.4,0.725,0.4667,0.475,0.4,0.676041667,0.455583333,62.175,41.8692,0.3383575,42,256.9124364,587.5312758,92,-0.298401421,590.1927071,-0.198412698,6.386209519,0.4219,0,4.200281818,1.166381818,10.5,3.125,0.675,0.4667,0.65,0.3333,0.7,0.4667,0.65,0.3333,0.688333333,0.435573333,82.025,51.602,0.32669,17,5.830951895,463.8156962,119,-0.197802198,465.44418,-0.223076923,3.897610892,0,0.1111,2.455657143,0.508385714,7,1.4444,0.6625,0.4,0.45,0.3333,0.675,0.4,0.45,0.3333,0.622222222,0.385177778,41.525,25.7328,0.27,9,17.4642492,620.7688781,67,0.297478992,621.2890549,0.330396476,9.265207136,0.9924,0.3258,6.769075,2.0290375,14.75,4,0.6875,0.4667,0.6125,0.4,0.6875,0.4667,0.6125,0.4,0.655357143,0.428585714,32.55,21.1339,0.32085625,0,0,523.4739726,50,0.463157895,524.4360857,0.388059701,10.46947945,0.8007,0.4208,7.60555,3.573516667,18.375,10.125,0.7375,0.4667,0.6875,0.4667,0.75,0.4667,0.6875,0.4667,0.734090909,0.4667,61.675,39.2028,0.350025,25,23.76972865,250.5992817,84,0.456140351,251.7889371,0.294117647,2.983324782,0.375,0.125,1.94063,0.86249,4.7778,2.5556,0.6875,0.4,0.675,0.4,0.7375,0.4667,0.675,0.4,0.7140625,0.42084375,90.25,53.2014,0.34419125,51,143.3910736,487.0010267,126,0.326133909,488.6458931,0.25,3.865087513,0.125,0,1.042046667,0.34782,3.875,1.625,0.5875,0.3333,0.5875,0.2667,0.6,0.3333,0.5875,0.2667,0.594444444,0.3185,39.8875,21.2655,0.19998,17,49.04079934,543.1841308,67,-0.301923077,547.6288109,-0.152380952,8.107225833,0.807,0,4.86885,1.344825,11.6667,3.7778,0.6125,0.3333,0.575,0.2667,0.6125,0.3333,0.575,0.2667,0.596875,0.31665,35.0875,18.5325,0.20414625,0,0,506.5698372,59,-0.197183099,507.2213898,-0.263157895,8.585929445,1.0144,0.1914,6.526814286,1.3015,11.8889,2.2222
A,0.5875,0.3333,0.575,0.2667,0.5875,0.3333,0.575,0.2667,0.584375,0.31665,34.4625,18.5991,0.19581375,0,0,301.8509566,59,-0.371024735,305.8429923,-0.090909091,5.116117908,0.4291,0,3.350742857,1.214642857,8.4444,3.6667,0.6,0.3333,0.175,0.2667,0.6,0.3333,0.175,0.2667,0.528125,0.31665,53.6875,31.9983,0.19998,0,0,536.5258614,101,-0.097378277,536.8261414,-0.071038251,5.312137242,0.2941,0,3.565336364,0.331345455,9.2222,0.7778,0.65,0.4,0.575,0.3333,0.7,0.4,0.575,0.3333,0.667105263,0.392978947,101.6375,59.7328,0.28,51,73.06161783,274.6415846,152,-0.475806452,276.129519,-0.585365854,1.80685253,0.125,0,1.094905556,0.5485,2.5,1.625,0.7125,0.4667,0.5,0.4,0.7375,0.4667,0.5,0.4,0.700657895,0.456168421,106.5875,69.2709,0.34419125,42,17,522.7504185,152,-0.053639847,524.6235046,-0.029126214,3.43914749,0,0,2.248105556,0.156788889,10.25,0.625,0.675,0.4667,0.3625,0.3333,0.675,0.4667,0.3625,0.3333,0.596875,0.4250125,34.5125,24.7339,0.3150225,0,0,544.9376111,59,0.352140078,545.3709164,0.35483871,9.236230697,1.0761,0.3395,6.760885714,2.335271429,15.25,5,0.675,0.4667,0.625,0.4,0.675,0.4667,0.625,0.4,0.66375,0.43335,50.3875,32.6678,0.3150225,0,0,713.7856821,76,0.424657534,716.4701996,0.278481013,9.39191687,0.5556,0,6.103544444,2.561222222,14.4444,7.3333,0.7375,0.4667,0.6875,0.4667,0.75,0.4667,0.6875,0.4667,0.734090909,0.4667,61.675,39.2028,0.350025,25,26,283.9894364,84,0.509881423,284.1943572,0.445945946,3.380826624,0.25,0.125,2.51804,1.27634,7.625,4.125,0.6625,0.4,0.6875,0.4,0.7125,0.4,0.6625,0.4,0.688392857,0.4,75.9375,44,0.285,68,195.4379697,346.5616828,110,0.37962963,347.4255242,0.292929293,3.150560753,0.1111,0,0.844453846,0.330123077,3.5556,1.5556,0.6125,0.3333,0.4625,0.2667,0.6125,0.3333,0.4625,0.2667,0.566071429,0.314271429,28.0125,15.5994,0.20414625,0,0,396.3130076,50,-0.474860335,397.7189674,-0.386740331,7.926260152,0.4858,0.2491,5.535066667,2.6826,10.875,6.5,0.6,0.3333,0.575,0.2667,0.6,0.3333,0.575,0.2667,0.592857143,0.314271429,29.6,15.5994,0.19998,0,0,511.331595,50,-0.267206478,512.7685394,-0.343478261,10.2266319,1.2749,0.2084,7.697983333,2.100566667,15.875,3.75
A,0.5875,0.3333,0.5875,0.2667,0.5875,0.3333,0.5875,0.2667,0.5875,0.314271429,29.375,15.5994,0.19581375,0,0,275.0163631,50,-0.403921569,277.1792259,-0.252427184,5.500327263,0.0697,0,4.13295,1.713433333,9.625,5.375,0.6,0.3333,0.5875,0.2667,0.6125,0.3333,0.5875,0.2667,0.604166667,0.31665,56.2375,29.3319,0.20414625,17,19.92485885,558.233822,93,-0.108108108,559.0361104,-0.156069364,6.002514215,0.3333,0.0719,3.513145455,0.409590909,8.2222,0.7778,0.625,0.4,0.55,0.3333,0.675,0.4,0.55,0.3333,0.648863636,0.390904545,115.725,69.5325,0.27,43,166.7213244,542.7973839,178,-0.246679317,546.1366997,-0.266081871,3.049423505,0.32,0,1.756604762,0.412190476,5.5556,1.625,0.775,0.5333,0.5375,0.4,0.7875,0.5333,0.5375,0.4,0.73984375,0.49581875,93.125,62.265,0.41997375,25,9.486832981,472.0021186,126,-0.174193548,473.394172,-0.197916667,3.746048561,0,0.006,2.139406667,0.39282,5.4444,1.2222,0.675,0.4,0.525,0.3333,0.675,0.4,0.525,0.3333,0.636363636,0.375745455,53.2125,31.3989,0.27,0,0,674.2165824,84,0.34169279,674.451992,0.360515021,8.026387886,0.875,0.4124,5.33248,1.8136,13.25,4.375,0.6625,0.4,0.55,0.4,0.6625,0.4,0.55,0.4,0.634722222,0.4,42.3875,26.8,0.265,0,0,700.3370617,67,0.501597444,701.584012,0.423236515,10.45279197,1,0.2222,5.75685,2.7890875,13.1111,6.8889,0.6875,0.4667,0.65,0.4,0.7,0.4667,0.65,0.4,0.689583333,0.450025,64.15,41.7356,0.32669,8,2.236067977,284.4855005,93,0.401515152,285.3254883,0.25,3.058983876,0.25,0.0588,2.097318182,0.848236364,6.125,3,0.675,0.4,0.65,0.4,0.7,0.4,0.65,0.4,0.6875,0.4,75.7375,44,0.28,34,60.53924347,362.7368192,110,0.480122324,363.1947312,0.435714286,3.297607447,0.125,0,1.9571,0.941246154,4.4444,2.4444,0.6125,0.3333,0.4875,0.2667,0.6125,0.3333,0.4875,0.2667,0.58125,0.31665,34.0125,18.5325,0.20414625,0,0,442.9096973,59,-0.387409201,445.6249886,-0.248322148,7.506944023,0.8651,0.125,5.448528571,2.114042857,9.7778,5.2222,0.5875,0.3333,0.525,0.2667,0.5875,0.3333,0.525,0.2667,0.569642857,0.314271429,28.375,15.5994,0.19581375,0,0,438.6171451,50,-0.274231678,439.1234951,-0.321052632,8.772342903,1.0138,0.2092,7.018233333,1.878,15.5,3.625
A,0.6,0.3333,0.5875,0.2667,0.6,0.3333,0.5875,0.2667,0.594642857,0.314271429,30.275,15.8661,0.19998,0,0,273.2508005,51,-0.493877551,275.4691105,-0.32967033,5.357858834,0.2498,0,3.620883333,1.704616667,9.125,4.75,0.6,0.3333,0.575,0.2667,0.6125,0.3333,0.575,0.2667,0.601136364,0.321190909,50.525,26.9316,0.20414625,25,58.46366393,531.7518218,84,-0.148288973,532.2175374,-0.161111111,6.330378831,0.375,0.0573,3.54458,0.53335,8.8889,1.2222,0.5875,0.3333,0.625,0.4,0.675,0.4,0.5875,0.3333,0.650657895,0.375426316,100.0875,57.7983,0.27,60,253.0237143,521.5179767,153,-0.21372549,523.2605748,-0.175757576,3.408614227,0.2451,0.0588,0.895405556,0.196822222,2.4444,0.8889,0.7375,0.4667,0.675,0.4,0.75,0.4667,0.675,0.4,0.729464286,0.457171429,80.225,50.2698,0.350025,17,4.472135955,441.5087768,110,-0.107061503,442.6711249,-0.114942529,4.013716153,0,0.0588,2.653215385,0.275992308,9.75,0.75,0.6875,0.4667,0.5625,0.4,0.6875,0.4667,0.5625,0.4,0.6625,0.44669,50.125,33.8017,0.32085625,0,0,689.1414949,76,0.371517028,689.5619898,0.348958333,9.067651249,1.1363,0.3732,6.385244444,2.367444444,14.25,5.5,0.675,0.4,0.6375,0.4,0.675,0.4,0.6375,0.4,0.6640625,0.4,39.0875,23.6,0.27,0,0,506.8066693,59,0.473799127,507.4388094,0.401709402,8.589943547,1,0.375,6.091571429,2.896257143,13.7778,7.6667,0.6875,0.4667,0.6625,0.4,0.7,0.4667,0.6625,0.4,0.689583333,0.450025,64.175,41.7356,0.32669,26,21.9544984,305.6337678,93,0.583333333,305.7207816,0.555555556,3.2863846,0.2222,0.1111,2.007509091,1.168572727,4.7778,2.7778,0.65,0.4,0.6375,0.4,0.7,0.4,0.6375,0.4,0.676785714,0.4,74.7,44,0.28,51,114.7388339,334.7013594,110,0.246153846,336.9800934,0.114035088,3.042739631,0.1111,0,0.770838462,0.201038462,3.75,1.25,0.6125,0.3333,0.6,0.3333,0.6125,0.3333,0.6,0.3333,0.607142857,0.3333,30.3125,16.665,0.20414625,0,0,376.1396017,50,-0.302777778,377.8603783,-0.205479452,7.522792035,0.7842,0,5.0886,1.452066667,11.3333,3.5556,0.6,0.3333,0.5875,0.3333,0.6,0.3333,0.5875,0.3333,0.595833333,0.3333,25,13.9986,0.19998,0,0,326.5287124,42,-0.273015873,326.8747044,-0.34375,7.774493152,0.7671,0.1987,6.59638,1.8234,14.375,3.375
A,0.5875,0.2667,0.575,0.2667,0.5875,0.2667,0.575,0.2667,0.584722222,0.2667,39.1625,17.8689,0.15668625,0,0,480.0354154,67,-0.466666667,490.8090563,-0.203488372,7.164707692,0.2459,0,4.281925,1.8228375,10.875,5.375,0.6,0.3333,0.15,0.2667,0.6,0.3333,0.15,0.2667,0.522916667,0.3222,47.95,29.8647,0.19998,0,0,529.1323086,93,-0.125714286,529.2406001,-0.131868132,5.689594716,0.5,0.0882,3.778045455,0.488690909,10.125,1.375,0.6125,0.3333,0.5,0.3333,0.675,0.4,0.5,0.3333,0.636805556,0.370355556,91.9125,53.598,0.27,51,147,448.0357129,144,-0.135135135,451.2041631,-0.057142857,3.111359117,0.375,0.0233,0.976064706,0.172417647,3.6667,1.1111,0.75,0.4667,0.675,0.4,0.7625,0.4667,0.675,0.4,0.740833333,0.457806667,87.3625,53.9367,0.35585875,17,6,397.1347378,118,-0.075757576,399.1968441,0.066666667,3.365548626,0.125,0,2.11265,0.228614286,7,1.25,0.7125,0.4667,0.6375,0.4,0.7125,0.4667,0.6375,0.4,0.68375,0.43335,51.7625,32.6678,0.33252375,0,0,597.9715712,76,0.368983957,598.1120524,0.3875,7.86804699,0.6667,0.3333,5.229644444,1.919833333,10.8889,4,0.65,0.4,0.425,0.3333,0.65,0.4,0.425,0.3333,0.607954545,0.387872727,51.325,32.8661,0.26,0,0,898.3540505,85,0.535353535,901.3674746,0.431506849,10.56887118,0.9757,0.3333,6.06729,3.12391,13.8889,7.6667,0.6875,0.4,0.6625,0.4,0.7,0.4,0.6625,0.4,0.690178571,0.4,75.9625,44,0.28,34,35.34119409,452.1338297,110,0.445520581,453.1270339,0.469879518,4.110307543,0.2222,0.1111,2.539546154,1.110515385,10.125,3.125,0.6625,0.4,0.6625,0.4,0.6875,0.4,0.6625,0.4,0.677083333,0.4,63.125,37.2,0.275,34,83.43260753,341.584543,93,0.354037267,342.4692459,0.272,3.672952075,0.375,0,1.087172727,0.381772727,4.375,1.875,0.6,0.3333,0.5875,0.3333,0.6,0.3333,0.5875,0.3333,0.596875,0.3333,35.1875,19.6647,0.19998,0,0,527.4694304,59,-0.336,531.6538086,-0.189054726,8.940159837,0.5961,0.0854,6.713057143,2.259171429,11.625,6.25,0.6,0.3333,0.4375,0.2667,0.6,0.3333,0.4375,0.2667,0.553571429,0.314271429,27.4,15.5994,0.19998,0,0,485.1607981,50,-0.289699571,485.7446117,-0.334883721,9.703215962,0.8699,0.2154,6.78815,2.02255,13.3333,3.8889
A,0.6,0.3333,0.5875,0.2667,0.6,0.3333,0.5875,0.2667,0.596875,0.31665,35.1875,18.5325,0.19998,0,0,276.0235497,59,-0.468,280.130033,-0.180327869,4.678365249,0.4155,0.1176,3.171742857,1.486628571,8.125,4.625,0.6,0.3333,0.3125,0.2667,0.6,0.3333,0.3125,0.2667,0.552083333,0.31665,51.2,29.3319,0.19998,0,0,621.663092,93,-0.123176661,622.063828,-0.143646409,6.684549377,0.4444,0.1122,4.451345455,0.566090909,12.375,1.5,0.6125,0.3333,0.625,0.4,0.7125,0.4,0.6125,0.3333,0.679545455,0.390904545,121.55,70.0661,0.285,77,291.4875641,638.2264488,178,-0.372909699,656.1101892,-0.164133739,3.585541847,0.1961,0,2.163761905,0.745061905,6.5,2.25,0.7625,0.4667,0.5875,0.4,0.7625,0.4667,0.5875,0.4,0.7175,0.45336,91.125,57.6034,0.35585875,0,0,387.2208672,127,-0.222222222,389.1053591,-0.118644068,3.048983206,0.1176,0,1.851692857,0.418564286,3.8889,1.3333,0.675,0.4,0.4875,0.3333,0.675,0.4,0.4875,0.3333,0.620833333,0.370355556,41.775,24.9322,0.27,0,0,539.1892061,68,0.343137255,539.2835493,0.351758794,7.929253031,0.9114,0.2794,4.7680625,1.6105875,11.5556,3.5556,0.6625,0.4,0.625,0.4,0.6625,0.4,0.625,0.4,0.6515625,0.4,38.375,23.6,0.265,0,0,517.7219331,59,0.568888889,518.2579165,0.516949153,8.774948018,0.8889,0.4444,5.373685714,3.0591,11.8889,7,0.7,0.4667,0.6625,0.4,0.725,0.4667,0.6625,0.4,0.708333333,0.457806667,84.3625,54.4034,0.3383575,51,76.24303247,396.5476012,119,0.424657534,397.3344862,0.333333333,3.332332783,0.2222,0.1111,2.00495,0.828664286,8,3.4444,0.6625,0.4,0.65,0.4,0.7125,0.4,0.65,0.4,0.69453125,0.4,87.85,50.4,0.285,34,57.27128425,478.6198909,126,0.421768707,480.4991283,0.328358209,3.798570563,0.25,0,2.231053333,0.908306667,5.7778,2.4444,0.6,0.3333,0.4875,0.2667,0.6,0.3333,0.4875,0.2667,0.567857143,0.314271429,28.2,15.5994,0.19998,0,0,398.0577847,50,-0.372654155,399.709446,-0.274285714,7.961155695,0.8258,0.375,6.077583333,2.318633333,12.125,6.125,0.625,0.4,0.4875,0.3333,0.625,0.4,0.4875,0.3333,0.582142857,0.342828571,28.8375,16.665,0.25,0,0,381.2833592,50,-0.260162602,381.7444,-0.312883436,7.625667184,0.8721,0.1719,5.35355,1.41945,11.2222,2.7778
A,0.6125,0.3333,0.5875,0.2667,0.6125,0.3333,0.5875,0.2667,0.606944444,0.3185,40.6375,21.2655,0.20414625,0,0,341.0058651,67,-0.423566879,344.9011559,-0.221153846,5.089639777,0.1359,0.0308,3.7982375,1.666525,9.625,5.75,0.6,0.3333,0.5,0.2667,0.6,0.3333,0.5,0.2667,0.575,0.3111,53.25,28.7325,0.19998,0,0,590.3710698,93,-0.159519726,590.8542913,-0.12,6.348076019,0.125,0.0588,3.768618182,0.5787,11.125,1.875,0.6375,0.4,0.5625,0.3333,0.6875,0.4,0.5625,0.3333,0.660625,0.39333,106.6625,63.3328,0.275,43,185.148589,575.0026087,161,-0.354243542,581.7970161,-0.253333333,3.571444774,0.3235,0,2.034210526,0.682836842,7,1.75,0.725,0.4667,0.6375,0.3333,0.725,0.4667,0.6375,0.3333,0.704166667,0.435573333,82.925,51.1353,0.3383575,0,0,385.2687374,118,-0.223404255,386.2828206,-0.138888889,3.2649893,0.125,0.0407,2.039321429,0.430807143,7,1.625,0.6625,0.4,0.475,0.3333,0.6625,0.4,0.475,0.3333,0.615,0.37332,46.4875,28.1989,0.265,0,0,630.1507756,76,0.511586453,630.5211315,0.571428571,8.291457574,0.7778,0.4706,4.004255556,2.097244444,9.6667,5,0.6625,0.4,0.6125,0.3333,0.6625,0.4,0.6125,0.3333,0.64375,0.3749875,37.85,21.9325,0.265,0,0,500.7853832,59,0.591647332,501.4132481,0.517241379,8.48788785,0.6386,0.3208,5.821371429,3.442657143,11,7.5,0.675,0.4,0.65,0.4,0.7,0.4,0.65,0.4,0.683035714,0.4,75.225,44,0.28,68,133.4166406,385.6124998,110,0.46991404,386.5151213,0.378787879,3.50556818,0.1111,0.1111,2.109069231,1.015569231,6,3.375,0.675,0.4,0.625,0.4,0.725,0.4,0.625,0.4,0.694852941,0.4,94.675,54.4,0.29,60,205.0560899,552.9529817,136,0.467065868,554.7143106,0.388888889,4.065830748,0.1111,0,2.17253125,0.998675,7.5,3.25,0.6125,0.3333,0.5875,0.2667,0.6125,0.3333,0.5875,0.2667,0.60625,0.31665,35.7375,18.5991,0.20414625,0,0,488.8568298,59,-0.424444444,491.2898979,-0.289940828,8.285708979,0.694,0.3022,6.129828571,2.619742857,11.25,6.5,0.6125,0.3333,0.5875,0.3333,0.6125,0.3333,0.5875,0.3333,0.6,0.3333,19.7,10.9989,0.20414625,0,0,210.0595154,33,-0.266009852,210.1315155,-0.270833333,6.36543986,0.4631,0.1477,4.4254,1.195225,8.4444,2.1111
